person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
24.0,1,2,61001.0,0,2000.0,4,11.01,0.03,677,0,0
27.0,0,2,39204.0,0,2408.0,4,6.89,0.06,664,1,0
22.0,0,3,45509.0,0,7000.0,4,7.9,0.15,584,0,1
32.0,1,4,61814.0,0,4090.0,0,10.52,0.07,725,0,1
27.0,1,3,25090.0,0,2000.0,0,12.53,0.08,586,1,0
21.0,0,3,49184.0,1,5600.0,3,10.25,0.11,654,0,0
33.0,0,3,104277.0,0,9965.0,3,8.76,0.1,667,1,0
26.0,1,1,124895.0,0,3000.0,0,7.88,0.02,605,0,0
23.0,1,2,81590.0,1,6400.0,0,11.01,0.08,656,1,0
36.0,1,3,109359.0,0,1950.0,5,12.42,0.02,585,1,0
23.0,0,3,48622.0,0,6000.0,3,7.95,0.12,607,0,0
22.0,0,3,18765.0,0,2500.0,0,11.01,0.13,596,0,1
22.0,1,2,66815.0,2,10000.0,0,10.62,0.15,700,1,0
23.0,1,0,72194.0,0,3000.0,5,7.14,0.04,523,1,0
30.0,0,3,85141.0,0,13053.0,1,8.65,0.15,575,1,0
24.0,1,2,53853.0,2,10000.0,0,9.99,0.19,713,0,0
22.0,1,2,39854.0,2,6250.0,4,7.51,0.16,652,0,1
23.0,0,2,36808.0,1,3000.0,0,12.18,0.08,625,0,0
27.0,1,3,46398.0,0,3259.0,1,11.34,0.07,676,1,0
27.0,0,1,159011.0,2,10141.0,2,9.53,0.06,580,1,0
32.0,0,1,61982.0,0,10000.0,0,13.06,0.16,668,0,0
25.0,0,2,83677.0,0,20000.0,5,15.12,0.24,670,0,1
26.0,0,2,192954.0,2,18325.0,4,7.49,0.09,650,1,0
38.0,0,0,217126.0,2,18000.0,1,11.28,0.08,711,0,0
22.0,1,3,49881.0,0,8254.0,2,7.46,0.17,655,1,0
24.0,0,3,87488.0,2,11200.0,2,7.29,0.13,618,1,0
27.0,0,3,103294.0,0,10000.0,0,10.51,0.1,615,1,0
26.0,0,2,83887.0,0,14016.0,3,12.75,0.17,560,1,0
23.0,0,3,65909.0,2,3000.0,5,11.01,0.05,700,1,0
31.0,1,2,96689.0,0,10000.0,3,7.66,0.1,668,1,0
25.0,0,2,168710.0,2,35000.0,5,10.59,0.21,560,0,0
28.0,0,2,96710.0,2,12000.0,2,6.91,0.12,658,1,0
31.0,0,3,101505.0,2,7000.0,0,7.9,0.07,689,1,0
35.0,0,2,26910.0,0,2500.0,0,14.35,0.09,623,1,0
22.0,1,0,29983.0,0,1500.0,1,13.02,0.05,605,0,0
31.0,1,0,47768.0,0,5200.0,5,13.48,0.11,620,0,0
33.0,0,3,112408.0,2,13000.0,5,7.51,0.12,635,0,0
24.0,1,3,54920.0,0,8000.0,1,10.46,0.15,601,1,0
28.0,1,2,118758.0,0,20000.0,4,14.96,0.17,663,0,1
28.0,1,1,74292.0,2,12000.0,0,9.99,0.16,650,1,0
26.0,1,3,91045.0,2,29700.0,4,12.99,0.33,623,1,0
33.0,0,1,163131.0,1,17500.0,0,11.83,0.11,654,0,0
24.0,1,1,113548.0,2,25000.0,1,12.29,0.22,636,0,0
34.0,0,3,38192.0,0,4968.0,5,14.02,0.13,632,0,1
23.0,0,2,116092.0,0,10000.0,0,10.65,0.09,645,1,0
30.0,0,2,80779.0,2,15000.0,3,11.14,0.19,556,1,0
21.0,1,0,17716.0,0,2000.0,2,11.01,0.11,539,1,0
23.0,1,2,29844.0,0,5250.0,1,7.66,0.18,703,0,1
25.0,0,1,109093.0,0,10000.0,5,12.42,0.09,549,1,0
48.0,1,1,34748.0,2,7500.0,4,7.74,0.22,673,1,0
23.0,1,2,173598.0,2,10000.0,0,5.99,0.06,691,1,0
30.0,0,3,360919.0,1,35000.0,3,10.59,0.1,658,0,0
24.0,1,2,58558.0,0,14550.0,5,9.62,0.25,701,0,0
30.0,1,1,72817.0,2,7400.0,0,13.11,0.1,674,1,0
24.0,0,0,115007.0,2,7450.0,0,12.69,0.06,658,1,0
23.0,0,0,55066.0,0,9437.0,1,13.17,0.17,705,0,0
23.0,0,2,50381.0,0,5000.0,5,11.01,0.1,637,1,0
30.0,0,0,115132.0,2,25000.0,0,11.12,0.22,612,0,0
31.0,0,0,111448.0,2,12000.0,4,6.72,0.11,674,1,0
22.0,0,2,87528.0,0,6400.0,1,6.91,0.07,640,0,0
24.0,1,2,52734.0,0,3500.0,3,11.09,0.07,680,0,0
36.0,1,1,57469.0,2,5500.0,1,7.14,0.1,694,0,0
24.0,1,3,40461.0,0,6925.0,1,16.76,0.17,695,0,1
28.0,0,0,121078.0,0,20000.0,3,11.22,0.17,644,0,0
26.0,0,3,64660.0,0,5000.0,5,15.95,0.08,669,0,1
26.0,0,2,74153.0,2,2010.0,1,7.89,0.03,684,0,0
23.0,1,1,79362.0,2,10000.0,1,7.49,0.13,594,0,0
22.0,1,1,22492.0,0,3600.0,2,11.01,0.16,505,0,1
24.0,1,2,99891.0,0,9800.0,2,7.51,0.1,619,0,0
42.0,1,2,78378.0,2,30000.0,2,19.03,0.38,687,0,1
23.0,0,1,193053.0,2,15000.0,5,7.91,0.08,649,1,0
26.0,0,2,36851.0,1,12000.0,0,11.36,0.33,564,1,0
29.0,1,4,51095.0,0,18000.0,0,14.65,0.35,701,0,1
44.0,0,3,74199.0,0,10289.0,5,14.66,0.14,599,0,1
22.0,0,3,15391.0,0,4000.0,2,11.26,0.26,656,0,1
33.0,1,1,30917.0,0,2800.0,0,9.32,0.09,644,1,0
32.0,1,2,85162.0,1,3000.0,3,7.49,0.04,551,1,0
26.0,1,1,40822.0,0,1723.0,4,16.09,0.04,638,0,1
28.0,0,2,65952.0,2,9250.0,1,11.36,0.14,678,0,0
25.0,1,2,131708.0,0,15000.0,1,9.63,0.11,649,1,0
22.0,0,2,30740.0,0,2400.0,1,13.61,0.08,676,0,0
26.0,0,2,70538.0,0,19979.0,5,10.59,0.28,618,0,1
22.0,0,1,99229.0,2,10750.0,1,9.25,0.11,623,1,0
27.0,1,2,42849.0,0,11500.0,5,15.92,0.27,681,0,1
23.0,1,0,50171.0,2,4500.0,3,10.95,0.09,643,1,0
36.0,0,3,74155.0,2,10000.0,3,10.25,0.13,687,1,0
22.0,0,1,61196.0,2,6800.0,3,6.92,0.11,573,0,0
25.0,1,1,80001.0,0,25000.0,3,15.33,0.31,592,0,1
22.0,1,3,70946.0,2,10000.0,1,12.53,0.14,567,1,0
32.0,1,3,28593.0,0,4000.0,5,14.22,0.14,610,1,0
27.0,0,3,87311.0,2,17000.0,2,6.18,0.19,535,1,0
22.0,0,2,83435.0,2,20000.0,1,6.91,0.24,628,1,0
28.0,0,1,59583.0,0,4170.0,2,8.91,0.07,622,0,0
22.0,1,3,58530.0,0,5500.0,1,11.49,0.09,664,1,0
37.0,1,1,130727.0,0,20000.0,4,16.31,0.15,638,0,1
24.0,0,2,73073.0,0,25000.0,0,11.11,0.34,628,0,1
22.0,0,3,51172.0,0,2500.0,1,11.59,0.05,631,1,0
22.0,1,0,106677.0,2,16000.0,0,11.71,0.15,673,0,0
22.0,0,0,93277.0,2,6000.0,5,6.62,0.06,610,1,0
25.0,0,1,31070.0,0,8500.0,2,11.54,0.27,584,0,1
30.0,1,1,97103.0,2,14446.0,4,12.04,0.15,652,1,0
24.0,1,0,82289.0,2,1000.0,1,7.96,0.01,653,0,0
24.0,1,2,120805.0,2,7700.0,1,10.74,0.06,556,1,0
35.0,0,0,66043.0,1,6000.0,2,6.62,0.09,639,0,0
23.0,0,3,38350.0,0,1500.0,5,8.94,0.04,538,1,0
28.0,0,2,104422.0,2,6000.0,5,5.79,0.06,628,0,0
25.0,1,3,102152.0,2,8500.0,0,11.83,0.08,573,0,0
25.0,0,1,72955.0,0,4500.0,4,10.99,0.06,596,0,1
23.0,1,3,157283.0,2,20000.0,5,12.73,0.13,675,1,0
22.0,1,1,72881.0,2,12500.0,5,13.11,0.17,502,1,0
25.0,1,0,79393.0,0,6000.0,1,13.06,0.08,615,1,0
29.0,1,2,61355.0,0,9000.0,1,9.9,0.15,646,0,0
32.0,1,3,289054.0,2,8400.0,2,7.51,0.03,695,1,0
30.0,1,2,108939.0,2,20000.0,1,12.28,0.18,636,1,0
51.0,1,2,82135.0,2,15000.0,0,13.11,0.18,669,1,0
24.0,1,1,61040.0,2,22800.0,0,17.27,0.37,604,1,0
31.0,1,2,69096.0,2,12000.0,2,10.22,0.17,560,1,0
22.0,0,2,43964.0,2,5250.0,1,11.01,0.12,563,1,0
35.0,0,4,25251.0,0,8500.0,0,13.57,0.34,724,0,1
33.0,0,2,108863.0,2,6000.0,0,5.42,0.06,601,1,0
29.0,1,2,98097.0,2,14000.0,0,7.66,0.14,646,0,0
38.0,0,1,23715.0,0,6000.0,5,15.99,0.25,654,0,1
29.0,0,2,42672.0,2,3600.0,3,9.53,0.08,700,1,0
26.0,0,3,150791.0,2,30000.0,2,10.32,0.2,585,1,0
30.0,0,3,60983.0,0,14475.0,5,11.01,0.24,667,1,0
23.0,1,1,156961.0,2,15000.0,1,12.87,0.1,669,0,0
29.0,0,0,85048.0,0,4500.0,3,6.62,0.05,704,1,0
23.0,0,0,75285.0,2,10000.0,2,12.18,0.13,679,0,0
31.0,0,1,65822.0,2,15000.0,4,8.49,0.23,624,0,1
22.0,1,2,105704.0,2,25000.0,4,13.08,0.24,634,0,0
36.0,0,1,207280.0,2,9400.0,2,15.62,0.05,521,0,1
31.0,0,2,46088.0,0,9000.0,5,7.51,0.2,564,1,0
23.0,0,0,78112.0,0,4000.0,4,11.01,0.05,635,0,1
26.0,1,1,49154.0,0,1400.0,2,7.74,0.03,686,1,0
26.0,1,1,66147.0,0,13200.0,2,14.91,0.2,577,0,1
35.0,0,1,157178.0,0,12000.0,1,10.75,0.08,562,1,0
24.0,0,1,71664.0,0,16000.0,2,16.45,0.22,587,0,1
30.0,0,2,91257.0,2,8000.0,3,13.79,0.09,650,0,0
22.0,0,1,57166.0,0,12000.0,2,13.0,0.21,625,0,0
26.0,0,2,93171.0,2,6000.0,2,11.99,0.06,578,1,0
28.0,0,3,84894.0,2,8000.0,5,8.49,0.09,654,1,0
33.0,0,2,49951.0,0,7200.0,1,11.24,0.14,627,1,0
26.0,1,1,82445.0,1,21000.0,0,13.92,0.25,676,0,0
23.0,1,3,59283.0,2,19000.0,0,11.36,0.32,662,1,0
40.0,1,3,179191.0,2,5000.0,3,6.03,0.03,708,1,0
21.0,1,1,48841.0,0,8000.0,5,9.63,0.16,610,1,0
21.0,1,2,47010.0,0,1000.0,0,14.22,0.02,654,1,0
26.0,1,3,29845.0,0,3625.0,4,11.11,0.12,667,0,1
32.0,1,3,53392.0,0,1500.0,1,11.01,0.03,613,1,0
27.0,0,1,75370.0,2,3275.0,4,9.33,0.04,601,1,0
23.0,0,2,85140.0,1,16000.0,1,14.35,0.19,547,1,0
26.0,0,0,84959.0,2,4500.0,0,7.51,0.05,608,1,0
28.0,1,3,180752.0,2,15000.0,4,9.99,0.08,643,1,0
22.0,1,1,30091.0,0,5000.0,0,8.9,0.17,467,1,0
23.0,0,2,94735.0,2,15250.0,0,11.01,0.16,653,0,1
26.0,0,4,165429.0,2,3500.0,1,12.18,0.02,642,1,0
24.0,0,3,37102.0,1,7500.0,4,10.96,0.2,671,1,0
22.0,1,0,63645.0,2,14825.0,5,15.62,0.23,583,0,1
44.0,0,3,82056.0,0,32400.0,4,11.01,0.39,638,0,1
22.0,0,1,39951.0,0,12000.0,3,11.49,0.3,533,0,1
36.0,1,3,62927.0,2,2275.0,5,11.86,0.04,718,1,0
33.0,0,3,130787.0,2,11500.0,4,9.99,0.09,602,1,0
25.0,1,3,37020.0,0,4800.0,1,11.18,0.13,666,1,0
29.0,0,1,265073.0,2,2500.0,1,6.99,0.01,656,1,0
30.0,1,0,238948.0,2,5000.0,5,5.79,0.02,651,1,0
27.0,0,1,57267.0,2,12328.0,5,10.42,0.22,604,1,0
28.0,1,2,122188.0,2,11077.0,2,8.13,0.09,585,1,0
31.0,1,1,82742.0,0,6000.0,4,7.49,0.07,632,1,0
30.0,0,3,61288.0,0,7000.0,5,12.82,0.11,633,1,0
23.0,1,0,121150.0,0,12000.0,1,13.57,0.1,677,0,0
22.0,1,3,75252.0,1,4000.0,1,6.76,0.05,613,1,0
33.0,1,0,114864.0,2,7483.0,5,9.36,0.07,682,0,0
26.0,0,2,78922.0,0,5000.0,0,5.99,0.06,605,1,0
27.0,1,1,38466.0,1,12000.0,2,12.73,0.31,668,1,0
25.0,0,0,29110.0,2,3500.0,0,15.58,0.12,532,0,1
26.0,0,2,116407.0,2,10000.0,0,5.42,0.09,691,0,0
25.0,1,0,51037.0,1,7200.0,4,7.24,0.14,683,0,0
26.0,0,3,145055.0,2,25000.0,1,9.76,0.17,597,1,0
29.0,1,2,67654.0,0,12000.0,5,7.88,0.18,669,0,0
35.0,0,0,36107.0,0,1000.0,1,7.49,0.03,614,1,0
39.0,1,1,74167.0,2,5500.0,1,7.14,0.07,553,0,0
28.0,1,3,23927.0,1,4700.0,0,15.31,0.2,610,0,1
25.0,0,0,37206.0,0,5000.0,1,7.92,0.13,712,1,0
24.0,1,1,156857.0,2,20000.0,0,11.58,0.13,622,1,0
27.0,0,2,144947.0,2,6000.0,0,13.79,0.04,717,0,0
23.0,0,1,139216.0,0,7500.0,5,11.28,0.05,623,0,0
22.0,1,0,156777.0,2,24250.0,3,12.18,0.15,646,1,0
23.0,0,0,56749.0,0,16750.0,5,11.99,0.3,668,0,1
21.0,1,0,37238.0,2,2000.0,1,14.46,0.05,587,1,0
27.0,1,0,120816.0,2,12000.0,4,10.45,0.1,722,0,0
29.0,0,3,34391.0,0,8613.0,1,17.85,0.25,660,0,1
26.0,0,3,55371.0,0,7500.0,2,11.14,0.14,611,1,0
30.0,1,2,96316.0,2,6000.0,2,13.49,0.06,682,0,0
26.0,1,1,36877.0,0,7500.0,0,14.75,0.2,609,0,1
25.0,0,2,72804.0,2,4000.0,5,5.99,0.05,623,1,0
23.0,0,2,258980.0,2,35000.0,2,14.79,0.14,618,1,0
29.0,0,2,97194.0,0,6000.0,0,6.99,0.06,687,0,0
25.0,1,1,90932.0,2,5000.0,3,13.79,0.05,619,1,0
27.0,0,1,73040.0,2,5075.0,1,5.99,0.07,534,0,0
22.0,1,0,75890.0,0,10000.0,1,10.99,0.13,670,0,0
27.0,1,1,52975.0,0,4000.0,2,13.48,0.08,676,1,0
28.0,1,1,116206.0,2,11250.0,4,17.58,0.1,657,1,0
22.0,1,2,71599.0,0,21000.0,0,10.71,0.29,644,0,1
25.0,0,2,266090.0,2,11900.0,5,14.42,0.04,669,0,1
25.0,1,2,69119.0,2,25000.0,2,10.91,0.36,666,0,1
26.0,1,0,91993.0,1,8000.0,3,11.83,0.09,574,1,0
36.0,0,1,65929.0,2,5000.0,3,12.91,0.08,657,0,1
26.0,0,1,84966.0,2,2000.0,3,12.34,0.02,638,0,0
30.0,1,3,42884.0,1,10000.0,2,10.65,0.23,614,1,0
23.0,0,1,49012.0,0,6000.0,1,11.66,0.12,507,1,0
31.0,1,3,100659.0,0,6300.0,0,10.65,0.06,701,1,0
26.0,0,3,15549.0,0,4500.0,5,13.04,0.29,601,0,1
24.0,0,3,79127.0,0,6200.0,3,8.9,0.08,574,1,0
25.0,0,3,37910.0,2,2000.0,2,11.12,0.05,683,1,0
26.0,0,3,81340.0,2,10000.0,4,12.21,0.12,577,1,0
24.0,0,1,15405.0,0,4000.0,0,13.8,0.26,691,0,1
23.0,1,3,58767.0,0,1600.0,1,13.98,0.03,577,1,0
35.0,1,0,60859.0,0,7000.0,5,11.49,0.12,668,1,0
23.0,1,2,75218.0,2,5000.0,3,5.42,0.07,672,0,0
32.0,1,1,37114.0,0,14369.0,2,12.64,0.39,567,0,1
25.0,0,3,78765.0,2,10000.0,1,12.99,0.13,653,0,0
30.0,1,2,65638.0,0,25000.0,2,10.74,0.38,669,0,1
25.0,0,2,30362.0,1,11743.0,3,9.4,0.39,608,1,0
28.0,1,2,30969.0,0,4099.0,0,11.58,0.13,615,1,0
28.0,0,2,57678.0,1,13000.0,5,14.54,0.23,671,0,0
33.0,1,2,26789.0,0,10000.0,0,12.53,0.37,672,0,1
22.0,1,3,63236.0,0,25000.0,1,11.11,0.4,635,0,1
24.0,1,3,62783.0,0,20000.0,5,12.21,0.32,640,0,1
32.0,1,3,157075.0,2,5000.0,5,11.01,0.03,558,0,1
22.0,1,0,39262.0,0,7875.0,0,14.91,0.2,667,0,1
33.0,1,3,30857.0,0,8500.0,5,13.43,0.28,557,0,1
28.0,0,2,46761.0,0,15421.0,1,12.97,0.33,703,0,1
26.0,1,2,58545.0,2,10000.0,1,7.74,0.17,659,1,0
21.0,0,1,50089.0,2,3000.0,0,5.79,0.06,632,1,0
23.0,1,1,18320.0,0,2000.0,3,8.25,0.11,553,1,0
32.0,0,1,124500.0,2,33000.0,1,18.64,0.27,706,0,1
41.0,0,3,114975.0,0,10000.0,3,16.49,0.09,508,1,0
30.0,0,1,84906.0,0,2000.0,0,10.65,0.02,643,1,0
27.0,1,0,116480.0,2,2500.0,5,12.99,0.02,704,0,0
27.0,0,3,116091.0,0,25000.0,4,11.01,0.22,673,1,0
25.0,1,3,92136.0,2,14000.0,4,7.66,0.15,612,1,0
33.0,0,1,63237.0,2,7000.0,0,13.98,0.11,520,1,0
29.0,0,3,163054.0,0,24000.0,5,6.99,0.15,544,0,0
26.0,1,2,30374.0,0,4375.0,2,5.79,0.14,538,0,0
31.0,0,1,49056.0,2,11000.0,4,9.99,0.22,609,0,0
34.0,0,3,87312.0,2,10758.0,1,7.42,0.12,548,1,0
37.0,0,1,97147.0,2,9000.0,0,11.01,0.09,678,0,1
26.0,0,1,58626.0,0,4500.0,0,8.84,0.08,566,1,0
24.0,1,3,47817.0,0,16000.0,4,14.26,0.33,575,0,1
25.0,0,1,60982.0,0,7056.0,2,16.13,0.12,676,0,1
32.0,0,1,91261.0,2,5600.0,0,15.96,0.06,553,1,0
24.0,1,1,78698.0,0,12000.0,3,11.45,0.15,510,1,0
32.0,0,0,79188.0,2,5600.0,0,11.58,0.07,622,1,0
27.0,0,2,126177.0,0,15000.0,1,16.77,0.12,650,1,0
44.0,0,2,29677.0,2,7750.0,4,15.58,0.26,557,1,0
31.0,1,2,39522.0,0,5000.0,3,16.29,0.13,691,0,1
34.0,1,3,42893.0,1,2000.0,1,13.99,0.05,677,0,0
23.0,0,3,67647.0,0,8000.0,5,11.01,0.12,691,1,0
30.0,1,3,67571.0,2,1000.0,2,11.01,0.01,551,1,0
25.0,0,1,53822.0,0,6375.0,1,11.01,0.12,476,1,0
25.0,1,2,109060.0,2,10000.0,3,12.61,0.09,705,0,0
27.0,1,1,96837.0,2,35000.0,0,11.01,0.36,535,0,0
29.0,1,1,77026.0,0,1600.0,5,11.83,0.02,644,1,0
23.0,1,2,109410.0,2,21000.0,3,7.49,0.19,677,1,0
33.0,1,2,72896.0,2,5000.0,5,5.42,0.07,686,0,0
31.0,0,0,37740.0,2,5000.0,4,8.32,0.13,722,0,0
22.0,1,3,38852.0,0,2900.0,5,11.01,0.07,676,0,1
23.0,0,1,41647.0,0,3458.0,3,14.56,0.08,608,1,0
29.0,1,2,69536.0,2,2500.0,2,6.76,0.04,715,0,0
47.0,1,1,131883.0,1,16000.0,3,7.05,0.12,693,1,0
26.0,1,0,72196.0,0,5000.0,5,9.32,0.07,592,1,0
21.0,0,2,231829.0,2,20000.0,3,6.54,0.09,629,0,0
36.0,0,2,50513.0,0,6294.0,5,10.08,0.12,638,1,0
26.0,0,3,34559.0,0,9500.0,2,8.94,0.27,504,0,1
25.0,1,1,69479.0,0,1500.0,4,11.01,0.02,649,1,0
62.0,1,2,62703.0,0,8525.0,0,6.54,0.14,577,1,0
29.0,0,3,118788.0,2,20000.0,3,8.88,0.17,652,1,0
26.0,0,1,66006.0,0,2400.0,4,14.09,0.04,605,0,1
25.0,0,1,146210.0,2,13600.0,2,11.99,0.09,571,1,0
24.0,0,2,61746.0,0,2715.0,5,8.23,0.04,567,1,0
24.0,1,2,52508.0,2,9250.0,5,13.11,0.18,646,0,0
27.0,1,1,47583.0,0,3329.0,2,12.64,0.07,643,0,1
23.0,0,2,52520.0,0,1000.0,1,7.51,0.02,659,0,0
23.0,1,3,109477.0,2,20000.0,0,14.65,0.18,590,1,0
26.0,1,1,44060.0,0,7000.0,2,13.98,0.16,612,0,1
23.0,1,3,66303.0,0,19000.0,0,11.14,0.29,611,0,1
36.0,0,1,145110.0,0,15000.0,4,12.99,0.1,661,1,0
34.0,1,1,126863.0,2,12000.0,3,6.92,0.09,680,1,0
28.0,0,2,73025.0,0,4500.0,1,13.34,0.06,685,0,0
28.0,1,1,75549.0,0,13400.0,5,13.06,0.18,526,1,0
25.0,0,3,60277.0,0,5940.0,0,14.57,0.1,658,0,0
27.0,0,4,57833.0,2,13500.0,4,6.17,0.23,676,1,0
25.0,1,2,72547.0,2,18500.0,1,12.73,0.26,652,1,0
27.0,0,2,38224.0,0,6000.0,3,13.49,0.16,574,1,0
28.0,0,3,67984.0,2,20000.0,1,10.17,0.29,641,0,0
27.0,1,1,39601.0,0,10000.0,1,12.42,0.25,682,0,1
25.0,1,3,27157.0,0,4504.0,0,16.38,0.17,634,0,1
26.0,1,1,70554.0,2,5000.0,3,10.62,0.07,670,1,0
32.0,1,2,145029.0,2,2000.0,1,11.01,0.01,669,0,0
36.0,0,3,133176.0,2,9000.0,1,11.01,0.07,653,0,0
44.0,0,1,106956.0,0,8000.0,1,10.38,0.07,649,1,0
29.0,0,3,81204.0,1,3600.0,2,7.51,0.04,622,1,0
31.0,0,3,84980.0,0,12000.0,4,11.01,0.14,675,0,0
24.0,1,3,105162.0,2,15000.0,3,11.01,0.14,684,0,0
28.0,0,4,70923.0,2,4500.0,0,11.12,0.06,683,1,0
27.0,1,3,46798.0,0,7000.0,3,7.66,0.15,622,1,0
27.0,0,2,54129.0,2,4000.0,3,13.99,0.07,664,0,1
28.0,0,0,169181.0,2,9000.0,3,5.99,0.05,698,1,0
25.0,1,2,54845.0,0,3000.0,2,6.18,0.05,571,1,0
36.0,0,3,29742.0,1,4000.0,3,14.72,0.13,654,0,0
28.0,1,1,63472.0,2,5000.0,2,13.69,0.08,634,0,0
28.0,0,3,116186.0,2,2857.0,5,10.59,0.02,615,1,0
26.0,1,3,151087.0,0,6000.0,1,12.53,0.04,608,1,0
22.0,0,2,100479.0,0,24000.0,5,19.69,0.24,590,0,1
22.0,0,2,68196.0,0,12000.0,3,10.61,0.18,626,1,0
30.0,0,0,35382.0,0,9000.0,2,10.21,0.25,641,0,1
42.0,1,1,181167.0,2,18393.0,4,11.01,0.1,655,0,0
22.0,0,3,97006.0,0,9000.0,5,6.91,0.09,668,0,0
35.0,0,1,133041.0,0,3200.0,0,11.48,0.02,566,1,0
24.0,1,2,85367.0,1,24087.0,0,10.04,0.28,704,0,0
22.0,1,0,63603.0,2,10000.0,1,13.87,0.16,665,0,1
27.0,0,2,73259.0,1,18000.0,5,13.24,0.25,660,0,0
30.0,0,1,105616.0,2,15000.0,4,10.6,0.14,603,1,0
26.0,1,0,117420.0,0,16800.0,2,6.17,0.14,652,1,0
32.0,1,0,95181.0,0,15000.0,1,11.01,0.16,620,0,1
29.0,0,2,122238.0,1,12000.0,4,12.18,0.1,672,0,0
26.0,1,2,87159.0,2,17000.0,2,10.65,0.2,506,1,0
26.0,1,1,63541.0,0,7000.0,1,7.69,0.11,630,0,0
39.0,0,1,62138.0,0,20000.0,0,13.73,0.32,674,0,1
24.0,0,0,159773.0,2,28000.0,2,8.49,0.18,625,1,0
30.0,1,3,36801.0,2,12000.0,1,10.74,0.33,670,1,0
28.0,0,2,83520.0,2,25000.0,5,19.41,0.3,675,0,1
30.0,1,3,277013.0,2,12000.0,5,13.98,0.04,640,1,0
29.0,1,3,77953.0,0,7000.0,5,7.51,0.09,619,0,0
25.0,1,1,92611.0,2,5000.0,1,10.07,0.05,609,0,0
24.0,0,2,87564.0,2,6000.0,4,7.49,0.07,539,0,0
25.0,0,1,55596.0,0,12250.0,2,14.84,0.22,608,0,1
31.0,1,3,75199.0,0,7000.0,2,13.8,0.09,658,0,0
25.0,0,1,90553.0,2,1500.0,2,6.54,0.02,649,0,0
27.0,0,3,56263.0,2,18000.0,5,10.74,0.32,575,1,0
27.0,1,2,56516.0,2,18000.0,2,8.17,0.32,622,1,0
40.0,0,3,130737.0,2,14697.0,2,13.18,0.11,653,0,1
29.0,0,0,77854.0,0,4900.0,0,11.01,0.06,697,1,0
36.0,0,3,42818.0,1,6000.0,3,11.49,0.14,701,0,0
29.0,1,1,46582.0,2,8000.0,1,8.59,0.17,675,0,0
21.0,1,2,37028.0,0,7500.0,1,11.83,0.2,666,0,0
23.0,1,3,75993.0,0,10000.0,5,12.87,0.13,647,1,0
23.0,0,2,72817.0,2,4000.0,5,7.14,0.05,676,1,0
22.0,1,1,65761.0,0,16075.0,5,10.37,0.24,572,1,0
29.0,0,1,61008.0,0,5000.0,1,10.37,0.08,634,1,0
25.0,0,1,56232.0,2,3000.0,2,7.49,0.05,593,1,0
30.0,0,1,48790.0,2,15000.0,1,7.49,0.31,640,0,1
27.0,1,3,83858.0,0,6141.0,2,8.85,0.07,537,1,0
28.0,1,3,72916.0,2,13000.0,1,8.9,0.18,647,1,0
28.0,0,2,132896.0,2,6000.0,4,10.65,0.05,661,0,0
23.0,0,3,87395.0,2,9000.0,3,6.76,0.1,616,1,0
23.0,0,2,82424.0,2,9750.0,3,10.37,0.12,708,0,0
33.0,1,1,55079.0,2,8000.0,4,16.49,0.15,503,0,1
29.0,0,2,97337.0,0,2000.0,0,9.76,0.02,641,0,0
22.0,0,2,24779.0,0,2500.0,1,12.62,0.1,621,1,0
33.0,0,0,43149.0,2,10000.0,1,10.99,0.23,565,1,0
28.0,1,3,78535.0,0,10000.0,0,13.48,0.13,671,0,0
32.0,0,3,36644.0,2,10000.0,3,8.23,0.27,616,1,0
35.0,0,2,152347.0,2,9834.0,2,12.67,0.06,618,0,0
22.0,0,0,32340.0,0,5000.0,0,11.99,0.15,694,1,0
29.0,0,3,26077.0,0,6000.0,1,12.42,0.23,540,1,0
24.0,1,3,126960.0,2,5907.0,5,11.22,0.05,625,1,0
27.0,1,0,210914.0,2,2575.0,3,8.45,0.01,594,0,0
41.0,1,2,86525.0,2,12000.0,5,11.01,0.14,639,1,0
24.0,1,2,15176.0,0,1500.0,3,7.25,0.1,606,1,0
27.0,1,0,76600.0,2,4400.0,5,5.99,0.06,669,1,0
35.0,1,4,36677.0,0,7500.0,1,11.01,0.2,673,0,1
26.0,0,3,99465.0,0,10000.0,2,7.29,0.1,605,1,0
38.0,0,3,61116.0,2,10000.0,0,11.01,0.16,651,0,0
28.0,0,0,71988.0,2,23923.0,1,11.28,0.33,659,0,0
25.0,1,2,56059.0,0,7200.0,5,11.01,0.13,645,1,0
33.0,1,2,37218.0,0,10000.0,2,11.03,0.27,568,0,1
27.0,1,1,108165.0,2,10000.0,0,7.51,0.09,678,0,0
26.0,0,3,130619.0,0,25000.0,5,14.32,0.19,581,0,1
23.0,0,0,44127.0,0,10977.0,4,13.06,0.25,658,0,1
22.0,0,1,68402.0,2,12000.0,2,10.99,0.18,537,1,0
23.0,0,0,73055.0,2,9900.0,0,9.76,0.14,626,1,0
31.0,1,1,122820.0,0,7500.0,3,13.22,0.06,619,1,0
44.0,1,1,75398.0,0,11000.0,5,8.07,0.15,639,0,0
25.0,0,3,48783.0,0,8044.0,0,9.46,0.16,607,0,0
27.0,0,1,36949.0,0,2400.0,2,17.49,0.06,605,0,1
