,person_age,person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
6660,26.0,1,0,60777.0,2,15000.0,3,10.37,0.25,719,0,0
6661,25.0,0,1,61079.0,2,12000.0,0,11.01,0.2,659,0,0
6662,25.0,1,1,66819.0,0,6000.0,5,10.65,0.09,658,0,0
6663,22.0,0,3,67000.0,0,6000.0,1,14.27,0.09,631,1,0
6664,23.0,1,0,61095.0,2,14400.0,5,10.0,0.24,529,1,0
6665,22.0,1,2,67015.0,0,6000.0,1,8.9,0.09,627,1,0
6666,25.0,0,2,67203.0,0,6000.0,4,11.01,0.09,536,1,0
6667,24.0,1,2,66532.0,0,6000.0,5,6.03,0.09,666,1,0
6668,22.0,0,3,67096.0,0,6000.0,1,6.62,0.09,569,1,0
6669,24.0,0,1,61087.0,2,7000.0,0,5.42,0.11,604,1,0
6670,23.0,0,3,67218.0,0,6000.0,1,10.99,0.09,624,1,0
6671,22.0,0,1,66968.0,0,6000.0,5,6.99,0.09,666,0,0
6672,21.0,0,3,60011.0,0,6000.0,3,15.99,0.1,640,0,1
6673,26.0,0,1,66915.0,0,6000.0,2,5.42,0.09,632,0,0
6674,22.0,1,1,66978.0,0,6000.0,1,9.25,0.09,576,0,0
6675,22.0,0,2,60545.0,2,5150.0,5,8.88,0.09,576,1,0
6676,24.0,0,1,60919.0,2,12000.0,2,5.42,0.2,611,0,0
6677,21.0,0,1,59812.0,0,6000.0,5,14.84,0.1,568,0,1
6678,26.0,1,0,67044.0,0,6000.0,4,7.14,0.09,547,1,0
6679,21.0,1,1,67422.0,0,6000.0,1,10.99,0.09,588,1,0
6680,22.0,0,3,66898.0,0,6000.0,5,7.51,0.09,594,0,0
6681,22.0,0,0,60789.0,2,7000.0,0,9.25,0.12,661,1,0
6682,26.0,0,4,60246.0,0,6000.0,2,16.49,0.1,671,0,1
6683,25.0,0,3,60779.0,2,12000.0,1,11.01,0.2,593,0,0
6684,21.0,1,1,67790.0,0,6000.0,2,11.01,0.09,600,0,0
6685,23.0,1,3,68337.0,0,6000.0,1,7.49,0.09,669,0,0
6686,25.0,0,1,60809.0,2,6600.0,0,12.61,0.11,612,1,0
6687,24.0,0,0,60975.0,2,6000.0,0,6.17,0.1,660,0,0
6688,25.0,1,2,68080.0,0,6000.0,4,10.74,0.09,686,1,0
6689,25.0,1,3,60846.0,2,5000.0,1,5.79,0.08,604,1,0
6690,26.0,0,3,53946.0,2,22500.0,1,11.01,0.42,633,0,1
6691,22.0,0,1,60802.0,2,12800.0,5,5.79,0.21,531,1,0
6692,23.0,0,1,60908.0,0,6000.0,5,11.48,0.1,690,0,1
6693,24.0,1,3,69542.0,0,6000.0,3,7.9,0.09,668,0,0
6694,25.0,0,2,69525.0,0,6000.0,0,8.0,0.09,651,1,0
6695,22.0,1,1,70836.0,0,6000.0,0,6.92,0.08,591,0,0
6696,25.0,1,1,70431.0,0,6000.0,2,12.18,0.09,577,1,0
6697,21.0,1,1,60856.0,2,15000.0,2,6.54,0.25,648,0,0
6698,23.0,0,2,61208.0,2,15250.0,3,15.95,0.25,591,1,0
6699,22.0,0,1,61457.0,1,10400.0,2,11.01,0.17,640,0,0
6700,24.0,1,0,70925.0,0,6000.0,3,12.87,0.08,662,1,0
6701,25.0,0,1,61313.0,1,10000.0,2,11.01,0.16,570,1,0
6702,22.0,1,2,64386.0,0,6000.0,1,11.97,0.09,663,0,1
6703,22.0,0,2,61028.0,2,10000.0,3,10.36,0.16,671,0,0
6704,22.0,0,0,61072.0,2,8000.0,0,11.12,0.13,679,1,0
6705,25.0,0,3,72433.0,0,6000.0,2,11.11,0.08,624,1,0
6706,24.0,0,2,72060.0,0,6000.0,5,7.9,0.08,677,0,0
6707,24.0,0,2,60899.0,2,25000.0,1,15.58,0.41,668,0,0
6708,23.0,0,3,72989.0,0,6000.0,1,8.94,0.08,494,1,0
6709,23.0,1,0,72964.0,0,6000.0,5,11.01,0.08,630,1,0
6710,22.0,1,1,60643.0,2,12800.0,1,7.88,0.21,586,1,0
6711,25.0,0,2,60703.0,2,2500.0,0,13.61,0.04,676,0,0
6712,22.0,1,0,72901.0,0,6000.0,1,11.49,0.08,536,1,0
6713,22.0,0,2,60952.0,1,5600.0,1,11.86,0.09,602,1,0
6714,22.0,0,2,72820.0,0,6000.0,2,11.99,0.08,661,1,0
6715,23.0,1,1,65415.0,0,6000.0,5,15.62,0.09,643,0,1
6716,24.0,1,1,60869.0,2,4000.0,2,11.01,0.07,635,0,0
6717,24.0,0,1,65885.0,0,6000.0,4,10.99,0.09,576,0,1
6718,21.0,0,0,72795.0,0,6000.0,2,11.01,0.08,657,1,0
6719,25.0,1,2,72907.0,0,6000.0,0,14.54,0.08,582,0,0
6720,23.0,0,3,65863.0,0,6000.0,5,14.09,0.09,669,0,1
6721,26.0,1,1,60871.0,1,1800.0,4,11.49,0.03,543,1,0
6722,26.0,0,1,60848.0,2,10000.0,0,7.51,0.16,652,1,0
6723,24.0,0,3,61177.0,2,9000.0,4,7.14,0.15,610,1,0
6724,25.0,1,3,60766.0,2,4800.0,4,13.61,0.08,634,1,0
6725,24.0,0,2,73010.0,0,6000.0,2,7.51,0.08,616,0,0
6726,25.0,1,3,61067.0,2,4000.0,5,11.01,0.07,661,0,0
6727,23.0,1,3,61062.0,1,1500.0,0,11.49,0.02,561,1,0
6728,23.0,0,2,60907.0,2,8000.0,1,13.61,0.13,639,1,0
6729,23.0,1,3,65679.0,0,6000.0,4,16.45,0.09,677,0,1
6730,24.0,0,2,73355.0,0,6000.0,4,11.48,0.08,688,1,0
6731,22.0,0,0,60990.0,2,5000.0,1,7.51,0.08,641,1,0
6732,23.0,0,2,73898.0,0,6000.0,2,11.01,0.08,535,1,0
6733,26.0,0,1,60707.0,1,3250.0,2,7.51,0.05,660,1,0
6734,25.0,0,1,74201.0,0,6000.0,1,11.01,0.08,646,1,0
6735,23.0,0,3,53429.0,2,8500.0,0,7.14,0.16,607,0,1
6736,22.0,1,3,74162.0,0,6000.0,1,11.01,0.08,586,1,0
6737,23.0,0,3,61061.0,2,4000.0,0,11.86,0.07,637,1,0
6738,25.0,0,2,61027.0,1,12000.0,3,13.98,0.2,669,1,0
6739,21.0,0,2,75167.0,0,6000.0,1,10.25,0.08,539,1,0
6740,25.0,1,1,75386.0,0,6000.0,3,11.01,0.08,554,1,0
6741,22.0,0,2,29532.0,0,7125.0,5,9.67,0.24,528,1,0
6742,22.0,0,0,61303.0,2,15000.0,1,10.25,0.24,590,1,0
6743,23.0,1,2,31397.0,0,7125.0,0,17.58,0.23,608,1,0
6744,22.0,0,3,32271.0,0,7125.0,1,5.79,0.22,603,0,0
6745,22.0,0,2,34921.0,0,7125.0,5,11.01,0.2,656,0,0
6746,24.0,0,1,85312.0,0,7125.0,3,6.92,0.08,669,0,0
6747,22.0,0,1,61034.0,2,10000.0,5,9.88,0.16,603,0,0
6748,26.0,1,2,19086.0,0,7100.0,2,9.99,0.37,678,0,1
6749,23.0,1,0,31339.0,0,7100.0,0,7.9,0.23,634,1,0
6750,25.0,0,3,60713.0,2,5000.0,5,11.36,0.08,624,0,0
6751,25.0,0,0,40410.0,0,7100.0,3,14.65,0.18,567,0,1
6752,23.0,0,2,61030.0,2,20000.0,1,10.62,0.33,636,0,0
6753,23.0,0,2,54029.0,0,7100.0,5,6.99,0.13,573,0,1
6754,25.0,0,3,114848.0,0,7100.0,5,6.99,0.06,563,1,0
6755,25.0,0,1,116181.0,0,7075.0,4,5.99,0.06,657,0,0
6756,22.0,0,1,61057.0,2,2500.0,1,7.51,0.04,656,0,0
6757,22.0,1,0,37920.0,0,7025.0,1,6.54,0.19,673,0,1
6758,22.0,0,0,13294.0,0,7000.0,4,12.21,0.53,652,0,1
6759,25.0,1,2,61019.0,2,18000.0,5,7.88,0.29,668,1,0
6760,22.0,1,0,60616.0,1,6000.0,3,14.22,0.1,669,1,0
6761,22.0,0,1,19246.0,0,7000.0,1,8.94,0.36,659,0,1
6762,21.0,0,2,19420.0,0,7000.0,1,7.51,0.36,689,0,1
6763,21.0,0,1,21335.0,0,7000.0,5,10.62,0.33,640,0,1
6764,22.0,0,1,22534.0,0,7000.0,4,10.65,0.31,541,0,1
6765,25.0,1,2,61022.0,2,6000.0,0,6.76,0.1,600,1,0
6766,23.0,0,0,22440.0,0,7000.0,0,7.88,0.31,533,0,1
6767,21.0,1,1,22811.0,0,7000.0,4,11.14,0.31,648,0,1
6768,22.0,0,3,60871.0,2,6250.0,0,7.88,0.1,615,1,0
6769,23.0,0,1,23341.0,0,7000.0,1,7.66,0.3,632,0,1
6770,21.0,1,3,24160.0,0,7000.0,4,14.35,0.29,702,0,1
6771,25.0,1,1,23938.0,0,7000.0,3,16.82,0.29,653,0,1
6772,24.0,0,0,60730.0,1,21000.0,3,10.62,0.35,694,0,0
6773,23.0,0,1,26922.0,0,7000.0,3,6.62,0.26,531,0,1
6774,21.0,0,3,27200.0,0,7000.0,1,13.98,0.26,675,0,1
6775,26.0,0,1,28352.0,0,7000.0,4,8.0,0.25,622,0,1
6776,22.0,1,2,28017.0,0,7000.0,5,10.38,0.25,649,0,1
6777,24.0,1,3,28052.0,0,7000.0,5,10.62,0.25,649,0,1
6778,25.0,0,2,28321.0,0,7000.0,4,9.91,0.25,680,0,1
6779,25.0,0,1,28670.0,0,7000.0,3,11.01,0.24,653,0,1
6780,23.0,1,2,60829.0,2,7000.0,3,13.48,0.12,688,0,0
6781,26.0,0,3,28297.0,0,7000.0,2,7.51,0.25,663,0,1
6782,23.0,0,3,53915.0,2,2000.0,2,19.13,0.04,534,0,1
6783,23.0,1,1,60783.0,2,9000.0,0,11.14,0.15,635,1,0
6784,26.0,0,1,61150.0,2,10000.0,1,7.74,0.16,644,1,0
6785,25.0,1,1,28250.0,0,7000.0,5,12.49,0.25,517,0,1
6786,22.0,1,3,60720.0,2,2500.0,0,12.18,0.04,625,1,0
6787,23.0,1,3,61215.0,2,9000.0,0,11.01,0.15,527,1,0
6788,25.0,1,1,29491.0,0,7000.0,2,11.01,0.24,575,1,0
6789,22.0,0,2,29592.0,0,7000.0,3,12.42,0.24,624,0,0
6790,26.0,0,2,29935.0,0,7000.0,0,12.99,0.23,663,0,0
6791,24.0,0,3,29722.0,0,7000.0,0,15.62,0.24,564,0,1
6792,22.0,1,2,60899.0,2,2000.0,0,12.18,0.03,602,0,0
6793,23.0,1,3,61238.0,1,5000.0,3,8.94,0.08,637,1,0
6794,22.0,0,3,61125.0,1,6000.0,1,8.94,0.1,651,1,0
6795,26.0,0,2,61113.0,2,5000.0,1,7.4,0.08,704,0,0
6796,24.0,0,1,53420.0,2,15000.0,1,15.31,0.28,651,0,1
6797,25.0,0,2,29752.0,0,7000.0,3,16.45,0.24,507,0,1
6798,22.0,1,0,31054.0,0,7000.0,5,11.86,0.23,656,1,0
6799,21.0,1,0,31197.0,0,7000.0,1,12.69,0.22,607,1,0
6800,22.0,1,2,60771.0,2,10500.0,3,14.26,0.17,676,1,0
6801,22.0,1,3,76495.0,0,6000.0,0,11.49,0.08,583,1,0
6802,26.0,0,0,76591.0,0,6000.0,4,13.23,0.08,711,1,0
6803,23.0,1,0,77101.0,0,6000.0,5,13.22,0.08,591,1,0
6804,25.0,0,1,69915.0,0,6000.0,3,11.28,0.09,620,0,1
6805,24.0,1,0,71458.0,0,6000.0,2,15.05,0.08,622,0,1
6806,23.0,0,1,79102.0,0,6000.0,1,15.23,0.08,620,1,0
6807,23.0,1,2,79072.0,0,6000.0,1,11.99,0.08,627,1,0
6808,26.0,0,2,78858.0,0,6000.0,1,16.49,0.08,694,0,0
6809,25.0,1,1,71714.0,0,6000.0,3,15.23,0.08,610,0,1
6810,23.0,1,1,53734.0,2,15000.0,0,12.18,0.28,521,0,1
6811,24.0,1,2,61054.0,2,12000.0,4,11.01,0.2,634,0,0
6812,22.0,1,3,61263.0,2,11000.0,5,8.94,0.18,657,1,0
6813,25.0,1,0,79393.0,0,6000.0,1,13.06,0.08,615,1,0
6814,24.0,1,3,79127.0,0,6000.0,2,11.01,0.08,677,0,0
6815,24.0,0,1,71742.0,0,6000.0,5,16.0,0.08,607,0,1
6816,23.0,0,0,78892.0,0,6000.0,1,9.63,0.08,578,1,0
6817,25.0,1,3,78916.0,0,6000.0,5,12.87,0.08,525,0,0
6818,21.0,0,3,79093.0,0,6000.0,0,7.68,0.08,617,1,0
6819,22.0,1,3,60547.0,2,20000.0,1,11.48,0.33,672,1,0
6820,22.0,0,0,79067.0,0,6000.0,1,16.2,0.08,688,1,0
6821,22.0,0,2,80150.0,0,6000.0,1,9.99,0.07,661,0,0
6822,25.0,1,2,53694.0,2,5550.0,2,14.11,0.1,662,0,1
6823,26.0,1,3,80895.0,0,6000.0,2,7.29,0.07,681,0,0
6824,24.0,1,2,82397.0,0,6000.0,5,6.99,0.07,563,1,0
6825,24.0,1,3,61304.0,2,3000.0,1,13.47,0.05,623,1,0
6826,26.0,1,2,75640.0,0,6000.0,0,11.12,0.08,646,0,1
6827,26.0,1,2,53884.0,2,12000.0,2,18.84,0.22,688,0,1
6828,22.0,0,2,82781.0,0,6000.0,1,19.13,0.07,610,0,0
6829,24.0,1,1,61005.0,2,12500.0,3,9.32,0.2,453,1,0
6830,25.0,1,0,82931.0,0,6000.0,3,8.0,0.07,646,0,0
6831,22.0,1,2,83903.0,0,6000.0,3,7.49,0.07,617,1,0
6832,22.0,0,2,53630.0,2,16000.0,2,14.74,0.3,657,0,1
6833,23.0,0,3,83922.0,0,6000.0,2,7.88,0.07,624,1,0
6834,26.0,1,3,77144.0,0,6000.0,0,15.21,0.08,638,0,1
6835,22.0,1,2,84483.0,0,6000.0,5,10.65,0.07,633,1,0
6836,22.0,0,1,61084.0,2,9800.0,0,16.32,0.16,598,1,0
6837,22.0,1,3,84527.0,0,6000.0,0,12.99,0.07,627,1,0
6838,26.0,0,3,84712.0,0,6000.0,0,9.32,0.07,566,1,0
6839,24.0,1,2,85064.0,0,6000.0,4,13.06,0.07,664,1,0
6840,26.0,1,2,85009.0,0,6000.0,0,8.49,0.07,578,0,0
6841,21.0,0,2,53666.0,2,15000.0,5,16.0,0.28,691,0,1
6842,23.0,0,1,84748.0,0,6000.0,1,7.49,0.07,652,0,0
6843,23.0,1,3,61085.0,2,6500.0,0,11.01,0.11,600,1,0
6844,22.0,0,1,60925.0,2,6400.0,1,8.0,0.11,683,0,0
6845,26.0,1,0,60708.0,2,15000.0,4,16.0,0.25,653,0,0
6846,25.0,0,3,85180.0,0,6000.0,1,9.25,0.07,649,1,0
6847,26.0,0,1,85326.0,0,6000.0,2,6.17,0.07,670,1,0
6848,24.0,0,0,60977.0,2,6000.0,4,9.63,0.1,646,0,0
6849,24.0,1,1,60830.0,2,11400.0,0,12.53,0.19,664,1,0
6850,23.0,0,3,85205.0,0,6000.0,1,11.49,0.07,702,1,0
6851,22.0,1,1,84996.0,0,6000.0,1,11.89,0.07,676,1,0
6852,22.0,1,1,61075.0,2,4000.0,1,10.95,0.07,623,1,0
6853,23.0,0,0,60781.0,2,8600.0,3,11.26,0.14,650,1,0
6854,26.0,1,0,61010.0,1,10000.0,4,13.47,0.16,644,1,0
6855,23.0,0,0,60861.0,1,10200.0,2,9.63,0.17,655,1,0
6856,24.0,0,1,60891.0,2,1000.0,3,14.42,0.02,654,0,0
6857,22.0,0,2,86409.0,0,6000.0,2,11.01,0.07,610,0,0
6858,23.0,1,3,79162.0,0,6000.0,1,14.42,0.08,565,0,1
6859,24.0,0,2,60890.0,3,5000.0,4,7.68,0.08,665,1,0
6860,25.0,0,0,60947.0,2,7500.0,0,13.8,0.12,650,0,0
6861,24.0,1,0,53475.0,2,7500.0,1,16.33,0.14,632,0,1
6862,26.0,0,1,79896.0,0,6000.0,3,13.49,0.08,519,0,1
6863,23.0,0,2,60929.0,1,14000.0,3,10.33,0.23,647,1,0
6864,21.0,0,3,87409.0,0,6000.0,1,5.42,0.07,585,0,0
6865,24.0,0,3,87327.0,0,6000.0,1,7.66,0.07,627,1,0
6866,25.0,0,3,53798.0,2,7500.0,0,10.08,0.14,547,0,1
6867,21.0,0,1,54057.0,2,7500.0,3,12.92,0.14,645,0,1
6868,25.0,0,1,87221.0,0,6000.0,3,11.86,0.07,691,0,0
6869,22.0,0,0,61258.0,1,16000.0,3,9.45,0.26,661,0,0
6870,23.0,1,3,88737.0,0,6000.0,2,12.53,0.07,543,1,0
6871,26.0,0,2,61001.0,2,13000.0,2,11.97,0.21,616,0,0
6872,23.0,0,1,89181.0,0,6000.0,0,14.96,0.07,620,0,0
6873,22.0,1,2,60979.0,1,15000.0,2,8.63,0.25,566,1,0
6874,23.0,1,3,70629.0,0,6000.0,2,10.99,0.08,620,0,1
6875,24.0,0,1,61309.0,2,9000.0,0,11.01,0.15,628,0,0
6876,21.0,1,1,53733.0,2,6000.0,2,12.61,0.11,637,0,1
6877,25.0,1,0,60985.0,2,6400.0,1,8.32,0.1,639,1,0
6878,26.0,0,1,60742.0,2,20000.0,0,13.3,0.33,623,1,0
6879,23.0,1,3,89555.0,0,6000.0,1,5.79,0.07,614,1,0
6880,25.0,1,0,90312.0,0,6000.0,2,9.99,0.07,588,1,0
6881,26.0,1,3,90552.0,0,6000.0,2,7.88,0.07,659,1,0
6882,23.0,1,3,91018.0,0,6000.0,3,12.42,0.07,614,1,0
6883,24.0,1,1,60998.0,2,5500.0,4,11.01,0.09,572,1,0
6884,22.0,0,1,60882.0,2,4950.0,0,11.01,0.08,644,0,0
6885,23.0,1,3,91179.0,0,6000.0,0,6.03,0.07,692,1,0
6886,23.0,1,2,90857.0,0,6000.0,3,6.99,0.07,600,1,0
6887,23.0,1,1,61794.0,2,2700.0,1,5.99,0.04,663,0,0
6888,23.0,1,2,83739.0,0,6000.0,5,16.02,0.07,658,0,1
6889,22.0,0,3,61161.0,2,6250.0,5,11.01,0.1,666,1,0
6890,25.0,0,0,60721.0,1,10000.0,3,7.29,0.16,737,0,0
6891,23.0,0,1,90614.0,0,6000.0,0,13.98,0.07,477,1,0
6892,23.0,1,3,91080.0,0,6000.0,2,11.48,0.07,687,0,0
6893,24.0,1,1,60937.0,1,10000.0,2,11.12,0.16,582,1,0
6894,22.0,0,1,60834.0,2,14000.0,1,15.58,0.23,653,1,0
6895,23.0,1,2,94323.0,0,6000.0,2,9.99,0.06,639,1,0
6896,22.0,0,1,60778.0,2,7200.0,3,11.01,0.12,614,1,0
6897,25.0,1,0,94422.0,0,6000.0,0,9.63,0.06,654,0,0
6898,23.0,0,0,61236.0,2,16000.0,0,11.83,0.26,550,1,0
6899,22.0,0,1,61097.0,1,5000.0,3,14.26,0.08,562,1,0
6900,22.0,1,0,97120.0,0,6000.0,1,11.01,0.06,672,0,0
6901,26.0,1,1,61422.0,2,5000.0,0,9.32,0.08,656,0,0
6902,22.0,1,3,53526.0,2,9000.0,3,14.11,0.17,619,0,1
6903,25.0,0,1,96839.0,0,6000.0,3,8.0,0.06,661,1,0
6904,24.0,0,1,97526.0,0,6000.0,4,10.59,0.06,458,1,0
6905,22.0,1,3,60581.0,2,12000.0,1,7.37,0.2,678,1,0
6906,22.0,0,0,53440.0,2,11000.0,5,15.68,0.21,593,0,1
6907,23.0,0,2,97892.0,0,6000.0,2,12.21,0.06,661,1,0
6908,25.0,0,1,99253.0,0,6000.0,2,11.01,0.06,544,1,0
6909,23.0,0,3,61041.0,2,6000.0,0,11.01,0.1,622,1,0
6910,22.0,0,2,60991.0,2,2500.0,1,12.53,0.04,667,0,0
6911,26.0,1,3,60844.0,2,5000.0,1,9.32,0.08,648,1,0
6912,25.0,0,1,99605.0,0,6000.0,0,9.91,0.06,548,1,0
6913,26.0,0,2,99626.0,0,6000.0,4,7.88,0.06,630,1,0
6914,23.0,0,1,61185.0,2,2000.0,1,11.91,0.03,676,1,0
6915,26.0,1,3,61147.0,1,11000.0,4,13.87,0.18,676,0,0
6916,23.0,0,3,102179.0,0,6000.0,1,11.01,0.06,623,1,0
6917,23.0,0,1,101894.0,0,6000.0,3,6.99,0.06,673,0,0
6918,21.0,1,1,61363.0,2,2000.0,0,5.99,0.03,537,0,0
6919,25.0,0,0,101638.0,0,6000.0,3,8.94,0.06,579,1,0
6920,23.0,0,2,60778.0,1,15000.0,0,9.63,0.25,628,0,0
6921,24.0,0,1,102877.0,0,6000.0,2,6.03,0.06,561,1,0
6922,24.0,1,2,61364.0,1,1000.0,0,5.42,0.02,607,1,0
6923,23.0,1,2,61294.0,2,11400.0,3,7.29,0.19,692,0,0
6924,25.0,1,0,102851.0,0,6000.0,2,10.0,0.06,660,0,0
6925,23.0,1,1,61430.0,2,5300.0,5,5.42,0.09,538,0,0
6926,25.0,1,1,88900.0,0,6000.0,5,14.96,0.07,669,0,1
6927,21.0,1,1,104343.0,0,6000.0,1,10.0,0.06,628,0,0
6928,25.0,1,0,61485.0,2,10000.0,4,9.63,0.16,693,1,0
6929,22.0,0,0,60945.0,2,7000.0,5,13.11,0.11,725,0,0
6930,25.0,0,0,61765.0,2,1000.0,4,18.39,0.02,605,1,0
6931,22.0,1,3,104534.0,0,6000.0,2,5.42,0.06,629,0,0
6932,22.0,0,1,61580.0,2,6000.0,1,6.03,0.1,553,1,0
6933,23.0,0,1,61339.0,2,8375.0,1,7.51,0.14,610,0,0
6934,26.0,0,3,61296.0,2,24000.0,4,9.91,0.39,661,1,0
6935,22.0,1,1,61414.0,2,12000.0,3,7.9,0.2,618,1,0
6936,25.0,1,1,61434.0,2,3000.0,3,14.65,0.05,656,1,0
6937,22.0,0,1,91172.0,0,6000.0,1,11.01,0.07,528,0,1
6938,24.0,0,0,108392.0,0,6000.0,2,13.92,0.06,588,1,0
6939,25.0,0,2,109238.0,0,6000.0,4,13.49,0.05,602,0,0
6940,26.0,0,1,94490.0,0,6000.0,0,12.68,0.06,558,0,1
6941,25.0,0,3,54602.0,2,6000.0,3,12.99,0.11,551,0,1
6942,23.0,0,3,61170.0,1,7000.0,1,15.99,0.11,595,1,0
6943,23.0,0,1,62000.0,2,2500.0,1,10.99,0.04,616,1,0
6944,23.0,0,2,61263.0,2,11200.0,3,7.42,0.18,639,0,0
6945,25.0,0,3,108948.0,0,6000.0,4,7.88,0.06,657,0,0
6946,23.0,1,0,108928.0,0,6000.0,0,10.25,0.06,681,0,0
6947,24.0,1,1,96657.0,0,6000.0,0,16.35,0.06,646,0,1
6948,23.0,0,3,111213.0,0,6000.0,3,12.42,0.05,546,1,0
6949,26.0,1,2,98047.0,0,6000.0,0,7.51,0.06,681,0,1
6950,25.0,1,2,61329.0,2,12000.0,4,9.62,0.2,675,1,0
6951,22.0,1,3,61452.0,2,12000.0,1,14.09,0.2,622,1,0
6952,25.0,1,1,61361.0,2,6000.0,4,7.14,0.1,520,1,0
6953,26.0,0,2,115110.0,0,6000.0,2,10.99,0.05,643,0,0
6954,24.0,0,1,115372.0,0,6000.0,4,10.99,0.05,690,1,0
6955,25.0,1,2,61581.0,1,6000.0,4,14.59,0.1,676,0,0
6956,26.0,1,0,61455.0,1,6725.0,3,10.62,0.11,648,0,0
6957,25.0,0,3,116316.0,0,6000.0,4,6.99,0.05,656,1,0
6958,24.0,1,1,116833.0,0,6000.0,5,7.66,0.05,575,1,0
6959,26.0,1,1,118470.0,0,6000.0,5,10.99,0.05,673,1,0
6960,25.0,1,3,120950.0,0,6000.0,0,5.42,0.05,663,1,0
6961,21.0,1,1,61778.0,1,6000.0,3,13.49,0.1,576,1,0
6962,24.0,0,3,61666.0,2,3000.0,0,11.99,0.05,573,1,0
6963,22.0,0,0,121274.0,0,6000.0,1,11.99,0.05,637,1,0
6964,22.0,0,0,121050.0,0,6000.0,1,12.98,0.05,712,1,0
6965,25.0,0,2,120855.0,0,6000.0,0,14.42,0.05,678,1,0
6966,26.0,0,0,111089.0,0,6000.0,3,15.58,0.05,638,0,1
6967,22.0,0,2,126885.0,0,6000.0,3,9.99,0.05,675,0,0
6968,22.0,0,3,61907.0,1,6000.0,3,11.83,0.1,695,1,0
6969,22.0,0,2,112583.0,0,6000.0,4,8.94,0.05,648,0,1
6970,22.0,0,2,127276.0,0,6000.0,1,11.99,0.05,599,1,0
6971,23.0,0,3,114716.0,0,6000.0,5,16.49,0.05,579,0,1
6972,23.0,1,1,61381.0,1,7500.0,0,10.83,0.12,681,0,0
6973,24.0,0,2,132949.0,0,6000.0,0,11.01,0.05,699,1,0
6974,25.0,0,3,62190.0,1,3000.0,0,7.51,0.05,666,1,0
6975,26.0,1,3,61733.0,2,8000.0,0,6.76,0.13,481,1,0
6976,24.0,1,1,62281.0,2,4500.0,1,8.9,0.07,676,1,0
6977,24.0,0,3,145336.0,0,6000.0,0,10.99,0.04,602,0,0
6978,26.0,1,2,144998.0,0,6000.0,3,9.88,0.04,687,1,0
6979,26.0,1,3,151087.0,0,6000.0,1,12.53,0.04,608,1,0
6980,26.0,1,3,169050.0,0,6000.0,5,11.36,0.04,592,1,0
6981,25.0,0,2,180772.0,0,6000.0,4,13.48,0.03,497,1,0
6982,22.0,1,1,61903.0,2,10000.0,2,9.63,0.16,579,0,0
6983,26.0,0,2,46438.0,0,6025.0,5,10.99,0.13,664,1,0
6984,23.0,0,3,51341.0,0,6025.0,1,9.63,0.12,570,1,0
6985,22.0,1,0,61886.0,2,22000.0,5,11.01,0.36,723,1,0
6986,22.0,0,1,73120.0,0,6025.0,3,11.01,0.08,568,1,0
6987,25.0,0,2,60851.0,0,6075.0,4,10.0,0.1,676,0,0
6988,25.0,1,3,62450.0,1,4200.0,4,9.99,0.07,645,1,0
6989,22.0,1,0,62347.0,1,16000.0,3,7.9,0.26,683,1,0
6990,25.0,1,0,23968.0,0,6150.0,5,11.46,0.26,700,0,1
6991,24.0,1,3,43915.0,0,6150.0,2,11.03,0.14,650,1,0
6992,24.0,0,2,55083.0,2,10625.0,3,14.27,0.19,588,0,1
6993,24.0,1,0,93846.0,0,6150.0,5,5.99,0.07,653,0,0
6994,23.0,1,3,61958.0,2,4000.0,5,6.03,0.06,543,1,0
6995,23.0,1,1,62098.0,2,10000.0,3,6.03,0.16,632,0,0
6996,23.0,0,3,24173.0,0,6200.0,2,19.82,0.26,671,0,1
6997,26.0,0,3,62221.0,2,9000.0,4,9.99,0.14,652,1,0
6998,26.0,0,2,24972.0,0,6200.0,1,5.99,0.25,626,0,1
6999,23.0,0,2,62245.0,1,6000.0,0,5.42,0.1,624,1,0
7000,24.0,0,1,32438.0,0,6200.0,4,14.11,0.19,603,0,1
7001,22.0,0,2,62512.0,2,10000.0,5,8.49,0.16,662,1,0
7002,22.0,0,1,35704.0,0,6200.0,5,15.23,0.17,635,1,0
7003,22.0,1,2,36908.0,0,6200.0,1,11.01,0.17,668,0,0
7004,21.0,0,0,62258.0,2,13000.0,1,11.01,0.21,573,1,0
7005,26.0,1,3,48817.0,0,6200.0,5,13.79,0.13,679,1,0
7006,22.0,1,0,49213.0,0,6200.0,1,12.69,0.13,647,1,0
7007,23.0,1,2,52053.0,0,6200.0,0,13.92,0.12,697,1,0
7008,22.0,0,2,55472.0,0,6200.0,1,13.79,0.11,665,1,0
7009,23.0,0,2,61830.0,2,8000.0,0,7.49,0.13,558,1,0
7010,26.0,0,0,62068.0,2,4000.0,2,5.99,0.06,596,1,0
7011,22.0,0,2,56104.0,0,6200.0,1,12.42,0.11,638,0,0
7012,25.0,1,3,61772.0,0,6200.0,2,11.01,0.1,686,1,0
7013,26.0,0,2,62195.0,2,15825.0,2,6.99,0.25,663,1,0
7014,25.0,1,2,61910.0,2,3000.0,1,13.99,0.05,621,1,0
7015,23.0,0,2,61874.0,2,2400.0,5,7.49,0.04,603,1,0
